"Latest: Wavelength (nm)","Latest: Intensity (rel)"
686,0.000720760720761
688,0.000613460613461
690,0.000691900691901
692,0.000908535908536
694,0.000687090687091
696,0.000660450660451
698,0.000808450808451
700,0.000753135753136
702,0.000837384837385
704,0.000783290783291
706,0.000737410737411
708,0.000660450660451
710,0.000846930846931
712,0.000600695600696
714,0.000917415917416
716,0.000801420801421
718,0.000944055944056
720,0.000982720982721
722,0.000924075924076
724,0.00107170607171
726,0.00131812631813
728,0.00106449106449
730,0.0011988011988
732,0.00179931179931
734,0.00208199208199
736,0.00234469234469
738,0.00231213231213
740,0.00246272246272
742,0.0033337033337
744,0.0038628038628
746,0.00410293410293
748,0.00605886177315
750,0.00551115551116
752,0.00780663780664
754,0.00812002812003
756,0.00661412661413
758,0.00858400858401
760,0.012303992304
762,0.0127028527029
764,0.0165286565287
766,0.0147785547786
768,0.0205905205905
770,0.0173688216545
772,0.0207411107411
774,0.0209975209975
776,0.0199555999556
778,0.0242860842861
780,0.0348965848966
782,0.0350268250268
784,0.183058687344
786,0.14359011359
788,0.0291863691864
790,0.0238831538832
792,0.0208469308469
794,0.0170618270618
796,0.0112184640756
798,0.00786361786362
800,0.00700484700485
802,0.00513671513672
804,0.00396222824794
806,0.00303659303659
808,0.00258075258075
810,0.00229992229992
812,0.00184001184001
814,0.00135388421103
816,0.001188996189
818,0.000915565915566
820,0.00101200386915
822,0.000871535871536
824,0.000870240870241
826,0.000767195767196
828,0.000760192188764
830,0.000753690753691
832,0.000749620749621
834,0.000765107907965
836,0.000798645798646
838,0.000724275724276
840,0.000720866435152
842,0.000629925629926
844,0.000763495763496
846,0.000592582021153
848,0.000656565656566
850,0.000686720686721
852,0.000603999175428
854,0.000625485625486
856,0.000687090687091
858,0.000521700521701
860,0.000640655640656
862,0.000676624962339
864,0.000606430606431
866,0.000664573521716
868,0.000614755614756
870,0.000605902034473
872,0.000776075776076
874,0.000725385725386
876,0.000515833372976
878,0.000640840640841
880,0.000633334919049
882,0.000645095645096
884,0.000661560661561
886,0.000731490731491
888,0.000727685013399
890,0.000720945720946
892,0.000688042116614
894,0.000643615643616
896,0.000577993435136
898,0.000564039135468
900,0.00046324046324
902,0.000573870573871
904,0.000684315684316
906,0.000624137766995
908,0.000648055648056
910,0.000627943485086
912,0.000534386248672
914,0.000716320716321
916,0.000562770562771
918,0.000676915676916
920,0.000659974945689
922,0.00049839049839
924,0.00124671624672
926,0.000558964844679
928,0.000596863454006
930,0.000617345617346
932,0.000721025006739
934,0.000507587650445
936,0.000771265771266
938,0.000646337789195
940,0.000511869083298
942,0.000522969094398
944,0.000588485588486
946,0.000681064966779
948,0.000534386248672
950,0.000638092066663
